region,year,source,consumptionElectricity,productionElectricity,energyPerCapita,elecPerCapita
Central America,1987,solar,0.0,0.0,0.0,0.0
Central America,1987,wind,0.0,0.0,0.0,0.0
Central America,1988,coal,0.151,0.0,0.0,0.0
Central America,1988,gas,0.0,0.0,0.0,0.0
Central America,1988,hydro,30.499000000000002,10.314,0.0,0.0
Central America,1988,nuclear,0.0,0.0,0.0,0.0
Central America,1988,oil,74.607,0.0,0.0,0.0
Central America,1988,other_renewables,2.602,0.884,0.0,0.0
Central America,1988,renewables,33.101,11.198,0.0,0.0
Central America,1988,solar,0.0,0.0,0.0,0.0
Central America,1988,wind,0.0,0.0,0.0,0.0
Central America,1989,coal,0.395,0.0,0.0,0.0
Central America,1989,gas,0.0,0.0,0.0,0.0
Central America,1989,hydro,32.924,11.134,0.0,0.0
Central America,1989,nuclear,0.0,0.0,0.0,0.0
Central America,1989,oil,77.983,0.0,0.0,0.0
Central America,1989,other_renewables,3.449,1.172,0.0,0.0
Central America,1989,renewables,36.373000000000005,12.306,0.0,0.0
Central America,1989,solar,0.0,0.0,0.0,0.0
Central America,1989,wind,0.0,0.0,0.0,0.0
Central America,1990,coal,0.28,0.0,0.0,0.0
Central America,1990,gas,0.0,0.0,0.0,0.0
Central America,1990,hydro,34.427,11.642999999999999,0.0,0.0
Central America,1990,nuclear,0.0,0.0,0.0,0.0
Central America,1990,oil,80.507,0.0,0.0,0.0
Central America,1990,other_renewables,3.611,1.2209999999999999,0.0,0.0
Central America,1990,renewables,38.038000000000004,12.863,0.0,0.0
Central America,1990,solar,0.0,0.0,0.0,0.0
Central America,1990,wind,0.0,0.0,0.0,0.0
Central America,1991,coal,0.39399999999999996,0.0,0.0,0.0
Central America,1991,gas,0.0,0.0,0.0,0.0
Central America,1991,hydro,33.495,11.327,0.0,0.0
Central America,1991,nuclear,0.0,0.0,0.0,0.0
Central America,1991,oil,87.796,0.0,0.0,0.0
Central America,1991,other_renewables,3.949,1.335,0.0,0.0
Central America,1991,renewables,37.443000000000005,12.662,0.0,0.0
Central America,1991,solar,0.0,0.0,0.0,0.0
Central America,1991,wind,0.0,0.0,0.0,0.0
Central America,1992,coal,0.363,0.0,0.0,0.0
Central America,1992,gas,0.0,0.0,0.0,0.0
Central America,1992,hydro,31.896,10.787,0.0,0.0
Central America,1992,nuclear,0.0,0.0,0.0,0.0
Central America,1992,oil,99.84200000000001,0.0,0.0,0.0
Central America,1992,other_renewables,5.343999999999999,1.8219999999999998,0.0,0.0
Central America,1992,renewables,37.241,12.607999999999999,0.0,0.0
Central America,1992,solar,0.0,0.0,0.0,0.0
Central America,1992,wind,0.0,0.0,0.0,0.0
Central America,1993,coal,0.46799999999999997,0.0,0.0,0.0
Central America,1993,gas,0.0,0.0,0.0,0.0
Central America,1993,hydro,35.554,12.024000000000001,0.0,0.0
Central America,1993,nuclear,0.0,0.0,0.0,0.0
Central America,1993,oil,106.56,0.0,0.0,0.0
Central America,1993,other_renewables,5.052,1.722,0.0,0.0
Central America,1993,renewables,40.606,13.745999999999999,0.0,0.0
Central America,1993,solar,0.0,0.0,0.0,0.0
Central America,1993,wind,0.0,0.0,0.0,0.0
Central America,1994,coal,0.474,0.0,0.0,0.0
Central America,1994,gas,0.0,0.0,0.0,0.0
Central America,1994,hydro,34.347,11.616,0.0,0.0
Central America,1994,nuclear,0.0,0.0,0.0,0.0
Central America,1994,oil,116.62899999999999,0.0,0.0,0.0
Central America,1994,other_renewables,4.967,1.693,0.0,0.0
Central America,1994,renewables,39.314,13.309000000000001,0.0,0.0
Central America,1994,solar,0.0,0.0,0.0,0.0
Central America,1994,wind,0.0,0.0,0.0,0.0
Central America,1995,coal,0.371,0.0,0.0,0.0
Central America,1995,gas,0.0,0.0,0.0,0.0
Central America,1995,hydro,33.894,11.462,0.0,0.0
Central America,1995,nuclear,0.0,0.0,0.0,0.0
Central America,1995,oil,129.197,0.0,0.0,0.0
Central America,1995,other_renewables,5.156000000000001,1.751,0.0,0.0
Central America,1995,renewables,39.05,13.213,0.0,0.0
Central America,1995,solar,0.0,0.0,0.0,0.0
Central America,1995,wind,0.0,0.0,0.0,0.0
Central America,1996,coal,0.93,0.0,0.0,0.0
Central America,1996,gas,0.0,0.0,0.0,0.0
Central America,1996,hydro,39.109,13.225999999999999,0.0,0.0
Central America,1996,nuclear,0.0,0.0,0.0,0.0
Central America,1996,oil,126.179,0.0,0.0,0.0
Central America,1996,other_renewables,5.121,1.739,0.0,0.0
Central America,1996,renewables,44.29600000000001,14.988,0.0,0.0
Central America,1996,solar,0.0,0.0,0.0,0.0
Central America,1996,wind,0.067,0.023,0.0,0.0
Central America,1997,coal,0.501,0.0,0.0,0.0
Central America,1997,gas,0.0,0.0,0.0,0.0
Central America,1997,hydro,37.748000000000005,12.765999999999998,0.0,0.0
Central America,1997,nuclear,0.0,0.0,0.0,0.0
Central America,1997,oil,136.793,0.0,0.0,0.0
Central America,1997,other_renewables,5.468,1.851,0.0,0.0
Central America,1997,renewables,43.44,14.692,0.0,0.0
Central America,1997,solar,0.0,0.0,0.0,0.0
Central America,1997,wind,0.22399999999999998,0.076,0.0,0.0
Central America,1998,coal,0.519,0.0,0.0,0.0
Central America,1998,gas,0.0,0.0,0.0,0.0
Central America,1998,hydro,37.995,12.849,0.0,0.0
Central America,1998,nuclear,0.0,0.0,0.0,0.0
Central America,1998,oil,156.822,0.0,0.0,0.0
Central America,1998,other_renewables,4.729,1.614,0.0,0.0
Central America,1998,renewables,42.913999999999994,14.527999999999999,0.0,0.0
Central America,1998,solar,0.0,0.0,0.0,0.0
Central America,1998,wind,0.19,0.064,0.0,0.0
Central America,1999,coal,1.028,0.0,0.0,0.0
Central America,1999,gas,0.0,0.0,0.0,0.0
Central America,1999,hydro,44.341,14.995,0.0,0.0
Central America,1999,nuclear,0.0,0.0,0.0,0.0
Central America,1999,oil,154.678,0.0,0.0,0.0
Central America,1999,other_renewables,7.097,2.414,0.0,0.0
Central America,1999,renewables,51.733000000000004,17.509,0.0,0.0
Central America,1999,solar,0.0,0.0,0.0,0.0
Central America,1999,wind,0.295,0.1,0.0,0.0
Central America,2000,coal,3.03,0.0,0.0,0.0
Central America,2000,gas,0.0,0.0,0.0,0.0
Central America,2000,hydro,45.43600000000001,15.365,0.0,0.0
Central America,2000,nuclear,0.0,0.0,0.0,0.0
Central America,2000,oil,159.43,0.0,0.0,0.0
Central America,2000,other_renewables,8.216000000000001,2.806,0.0,0.0
Central America,2000,renewables,54.169,18.346,0.0,0.0
Central America,2000,solar,0.0,0.0,0.0,0.0
Central America,2000,wind,0.517,0.175,0.0,0.0
Central America,2001,coal,3.216,0.0,0.0,0.0
Central America,2001,gas,0.0,0.0,0.0,0.0
Central America,2001,hydro,40.282,13.712,0.0,0.0
Central America,2001,nuclear,0.0,0.0,0.0,0.0
Central America,2001,oil,170.77900000000002,0.0,0.0,0.0
Central America,2001,other_renewables,8.869,3.053,0.0,0.0
Central America,2001,renewables,49.678000000000004,16.944000000000003,0.0,0.0
Central America,2001,solar,0.0,0.0,0.0,0.0
Central America,2001,wind,0.527,0.179,0.0,0.0
Central America,2002,coal,3.926,0.0,0.0,0.0
Central America,2002,gas,0.0,0.0,0.0,0.0
Central America,2002,hydro,42.211000000000006,14.462,0.0,0.0
Central America,2002,nuclear,0.0,0.0,0.0,0.0
Central America,2002,oil,170.35299999999998,0.0,0.0,0.0
Central America,2002,other_renewables,9.66,3.326,0.0,0.0
Central America,2002,renewables,52.613,18.042,0.0,0.0
Central America,2002,solar,0.0,0.0,0.0,0.0
Central America,2002,wind,0.742,0.254,0.0,0.0
Central America,2003,coal,4.101,0.0,0.0,0.0
Central America,2003,gas,0.0,0.0,0.0,0.0
Central America,2003,hydro,43.768,15.092,0.0,0.0
Central America,2003,nuclear,0.0,0.0,0.0,0.0
Central America,2003,oil,177.984,0.0,0.0,0.0
Central America,2003,other_renewables,10.241,3.5460000000000003,0.0,0.0
Central America,2003,renewables,54.677,18.868,0.0,0.0
Central America,2003,solar,0.0,0.0,0.0,0.0
Central America,2003,wind,0.6679999999999999,0.23,0.0,0.0
Central America,2004,coal,4.3469999999999995,0.0,0.0,0.0
Central America,2004,gas,0.0,0.0,0.0,0.0
Central America,2004,hydro,46.208999999999996,16.035999999999998,0.0,0.0
Central America,2004,nuclear,0.0,0.0,0.0,0.0
Central America,2004,oil,181.875,0.0,0.0,0.0
Central America,2004,other_renewables,10.737,3.72,0.0,0.0
Central America,2004,renewables,57.681999999999995,20.011,0.0,0.0
Central America,2004,solar,0.0,0.0,0.0,0.0
Central America,2004,wind,0.736,0.255,0.0,0.0
Central America,2005,coal,3.573,0.0,0.0,0.0
Central America,2005,gas,0.0,0.0,0.0,0.0
Central America,2005,hydro,49.153,17.166,0.0,0.0
Central America,2005,nuclear,0.0,0.0,0.0,0.0
Central America,2005,oil,180.30599999999998,0.0,0.0,0.0
Central America,2005,other_renewables,11.663,4.018,0.0,0.0
Central America,2005,renewables,61.397,21.386999999999997,0.0,0.0
Central America,2005,solar,0.002,0.001,0.0,0.0
Central America,2005,wind,0.579,0.20199999999999999,0.0,0.0
Central America,2006,coal,3.819,0.0,0.0,0.0
Central America,2006,gas,0.0,0.0,0.0,0.0
Central America,2006,hydro,51.176,17.985,0.0,0.0
Central America,2006,nuclear,0.0,0.0,0.0,0.0
Central America,2006,oil,190.832,0.0,0.0,0.0
Central America,2006,other_renewables,12.509,4.3260000000000005,0.0,0.0
Central America,2006,renewables,64.462,22.584,0.0,0.0
Central America,2006,solar,0.002,0.001,0.0,0.0
Central America,2006,wind,0.774,0.272,0.0,0.0
Central America,2007,coal,4.151,0.0,0.0,0.0
Central America,2007,gas,0.0,0.0,0.0,0.0
Central America,2007,hydro,50.703,17.930999999999997,0.0,0.0
Central America,2007,nuclear,0.0,0.0,0.0,0.0
Central America,2007,oil,201.863,0.0,0.0,0.0
Central America,2007,other_renewables,13.804,4.787,0.0,0.0
Central America,2007,renewables,65.189,22.96,0.0,0.0
Central America,2007,solar,0.002,0.001,0.0,0.0
Central America,2007,wind,0.68,0.24,0.0,0.0
Central America,2008,coal,4.345,0.0,0.0,0.0
Central America,2008,gas,0.0,0.0,0.0,0.0
Central America,2008,hydro,56.38,20.064,0.0,0.0
Central America,2008,nuclear,0.0,0.0,0.0,0.0
Central America,2008,oil,202.571,0.0,0.0,0.0
Central America,2008,other_renewables,14.195,4.9510000000000005,0.0,0.0
Central America,2008,renewables,71.134,25.213,0.0,0.0
Central America,2008,solar,0.002,0.001,0.0,0.0
Central America,2008,wind,0.557,0.198,0.0,0.0
Central America,2009,coal,3.3789999999999996,0.0,0.0,0.0
Central America,2009,gas,0.0,0.0,0.0,0.0
Central America,2009,hydro,52.632,18.846,0.0,0.0
Central America,2009,nuclear,0.0,0.0,0.0,0.0
Central America,2009,oil,200.55700000000002,0.0,0.0,0.0
Central America,2009,other_renewables,15.345,5.332000000000001,0.0,0.0
Central America,2009,renewables,69.156,24.601,0.0,0.0
Central America,2009,solar,0.002,0.001,0.0,0.0
Central America,2009,wind,1.177,0.42100000000000004,0.0,0.0
Central America,2010,coal,4.302,0.0,0.0,0.0
Central America,2010,gas,0.0,0.0,0.0,0.0
Central America,2010,hydro,59.108000000000004,21.296,0.0,0.0
Central America,2010,nuclear,0.0,0.0,0.0,0.0
Central America,2010,oil,202.77200000000002,0.0,0.0,0.0
Central America,2010,other_renewables,17.037,5.877999999999999,0.0,0.0
Central America,2010,renewables,77.596,27.695999999999998,0.0,0.0
Central America,2010,solar,0.003,0.001,0.0,0.0
Central America,2010,wind,1.4480000000000002,0.522,0.0,0.0
Central America,2011,coal,6.452000000000001,0.0,0.0,0.0
Central America,2011,gas,0.0,0.0,0.0,0.0
Central America,2011,hydro,57.865,20.976,0.0,0.0
Central America,2011,nuclear,0.0,0.0,0.0,0.0
Central America,2011,oil,214.979,0.0,0.0,0.0
Central America,2011,other_renewables,17.151,5.942,0.0,0.0
Central America,2011,renewables,77.066,27.660999999999998,0.0,0.0
Central America,2011,solar,0.003,0.001,0.0,0.0
Central America,2011,wind,2.046,0.742,0.0,0.0
Central America,2012,coal,8.423,0.0,0.0,0.0
Central America,2012,gas,0.0,0.0,0.0,0.0
Central America,2012,hydro,61.518,22.436,0.0,0.0
Central America,2012,nuclear,0.0,0.0,0.0,0.0
Central America,2012,oil,217.112,0.0,0.0,0.0
Central America,2012,other_renewables,19.211,6.669,0.0,0.0
Central America,2012,renewables,83.83,30.237,0.0,0.0
Central America,2012,solar,0.006,0.002,0.0,0.0
Central America,2012,wind,3.096,1.129,0.0,0.0
Central America,2013,coal,10.958,0.0,0.0,0.0
Central America,2013,gas,0.0,0.0,0.0,0.0
Central America,2013,hydro,59.637,21.881999999999998,0.0,0.0
Central America,2013,nuclear,0.0,0.0,0.0,0.0
Central America,2013,oil,216.86700000000002,0.0,0.0,0.0
Central America,2013,other_renewables,20.785999999999998,7.228,0.0,0.0
Central America,2013,renewables,84.10700000000001,30.462,0.0,0.0
Central America,2013,solar,0.008,0.003,0.0,0.0
Central America,2013,wind,3.677,1.349,0.0,0.0
Central America,2014,coal,11.693,0.0,0.0,0.0
Central America,2014,gas,0.0,0.0,0.0,0.0
Central America,2014,hydro,58.351000000000006,21.539,0.0,0.0
Central America,2014,nuclear,0.0,0.0,0.0,0.0
Central America,2014,oil,224.264,0.0,0.0,0.0
Central America,2014,other_renewables,22.122,7.672999999999999,0.0,0.0
Central America,2014,renewables,86.181,31.319000000000003,0.0,0.0
Central America,2014,solar,0.035,0.013000000000000001,0.0,0.0
Central America,2014,wind,5.672999999999999,2.094,0.0,0.0
Central America,2015,coal,14.802999999999999,0.0,0.0,0.0
Central America,2015,gas,0.0,0.0,0.0,0.0
Central America,2015,hydro,60.567,22.491,0.0,0.0
Central America,2015,nuclear,0.0,0.0,0.0,0.0
Central America,2015,oil,243.65200000000002,0.0,0.0,0.0
Central America,2015,other_renewables,22.66,7.831,0.0,0.0
Central America,2015,renewables,93.274,34.052,0.0,0.0
Central America,2015,solar,1.6030000000000002,0.595,0.0,0.0
Central America,2015,wind,8.443,3.135,0.0,0.0
Central America,2016,coal,16.214000000000002,0.0,0.0,0.0
Central America,2016,gas,0.0,0.0,0.0,0.0
Central America,2016,hydro,61.266999999999996,22.886,0.0,0.0
Central America,2016,nuclear,0.0,0.0,0.0,0.0
Central America,2016,oil,252.41,0.0,0.0,0.0
Central America,2016,other_renewables,24.971,8.586,0.0,0.0
Central America,2016,renewables,98.22200000000001,35.949,0.0,0.0
Central America,2016,solar,3.1510000000000002,1.177,0.0,0.0
Central America,2016,wind,8.833,3.299,0.0,0.0
Central America,2017,coal,11.502,0.0,0.0,0.0
Central America,2017,gas,0.0,0.0,0.0,0.0
Central America,2017,hydro,72.46600000000001,27.229,0.0,0.0
Central America,2017,nuclear,0.0,0.0,0.0,0.0
Central America,2017,oil,256.525,0.0,0.0,0.0
Central America,2017,other_renewables,23.962,8.263,0.0,0.0
Central America,2017,renewables,108.85600000000001,40.163000000000004,0.0,0.0
Central America,2017,solar,3.887,1.46,0.0,0.0
Central America,2017,wind,8.542,3.21,0.0,0.0
Central America,2018,coal,14.453,0.0,0.0,0.0
Central America,2018,gas,1.818,0.0,0.0,0.0
Central America,2018,hydro,71.29899999999999,26.949,0.0,0.0
Central America,2018,nuclear,0.0,0.0,0.0,0.0
Central America,2018,oil,241.97299999999998,0.0,0.0,0.0
Central America,2018,other_renewables,26.088,8.963,0.0,0.0
Central America,2018,renewables,113.883,42.147,0.0,0.0
Central America,2018,solar,4.761,1.7990000000000002,0.0,0.0
Central America,2018,wind,11.735,4.436,0.0,0.0
Central America,2019,coal,19.67,0.0,0.0,0.0
Central America,2019,gas,4.793,0.0,0.0,0.0
Central America,2019,hydro,56.895,21.584,0.0,0.0
Central America,2019,nuclear,0.0,0.0,0.0,0.0
Central America,2019,oil,260.082,0.0,0.0,0.0
Central America,2019,other_renewables,29.285999999999998,10.072000000000001,0.0,0.0
Central America,2019,renewables,103.631,38.275999999999996,0.0,0.0
Central America,2019,solar,5.851,2.22,0.0,0.0
Central America,2019,wind,11.599,4.4,0.0,0.0
Central America,2020,coal,18.205,0.0,0.0,0.0
Central America,2020,gas,3.555,0.0,0.0,0.0
Central America,2020,hydro,70.732,26.932,0.0,0.0
Central America,2020,nuclear,0.0,0.0,0.0,0.0
Central America,2020,oil,218.007,0.0,0.0,0.0
Central America,2020,other_renewables,27.87,9.698,0.0,0.0
Central America,2020,renewables,115.141,42.928000000000004,0.0,0.0
Central America,2020,solar,6.789,2.585,0.0,0.0
Central America,2020,wind,9.75,3.713,0.0,0.0
Central America,2021,coal,24.154,0.0,0.0,0.0
Central America,2021,gas,2.805,0.0,0.0,0.0
Central America,2021,hydro,78.164,29.871,0.0,0.0
Central America,2021,nuclear,0.0,0.0,0.0,0.0
Central America,2021,oil,246.111,0.0,0.0,0.0
Central America,2021,other_renewables,28.989,10.043,0.0,0.0
Central America,2021,renewables,125.70200000000001,47.004,0.0,0.0
Central America,2021,solar,7.912999999999999,3.0239999999999996,0.0,0.0
Central America,2021,wind,10.637,4.065,0.0,0.0
Europe,1980,coal,9730.223,0.0,0.0,0.0
Europe,1980,gas,6579.616,0.0,9477.248,0.0
Europe,1980,hydro,1884.656,637.356,2714.65,918.045
Europe,1980,nuclear,880.836,310.425,1268.751,447.135
Europe,1980,oil,14167.721000000001,0.0,20407.117,0.0
Europe,1980,other_renewables,32.889,10.605,47.373999999999995,15.275
Europe,1980,renewables,1917.576,647.972,2762.0679999999998,933.336
Europe,1980,solar,0.0,0.0,0.0,0.0
Europe,1980,wind,0.031,0.01,0.045,0.015
Europe,1981,coal,9603.93,0.0,0.0,0.0
Europe,1981,gas,6774.275,0.0,9716.365,0.0
Europe,1981,hydro,1905.967,644.563,2733.7340000000004,924.4989999999999
Europe,1981,nuclear,1154.369,406.824,1655.715,583.509
Europe,1981,oil,13576.338,0.0,19472.586,0.0
Europe,1981,other_renewables,32.988,10.644,47.31399999999999,15.265999999999998
Europe,1981,renewables,1938.985,655.217,2781.093,939.78
Europe,1981,solar,0.0,0.0,0.0,0.0
Europe,1981,wind,0.031,0.01,0.045,0.015
Europe,1982,coal,9685.924,0.0,0.0,0.0
Europe,1982,gas,7038.406,0.0,10054.553,0.0
Europe,1982,hydro,1853.5,626.82,2647.775,895.429
Europe,1982,nuclear,1284.438,452.663,1834.855,646.641
Europe,1982,oil,13103.451000000001,0.0,18718.635,0.0
Europe,1982,other_renewables,30.372,9.836,43.387,14.050999999999998
Europe,1982,renewables,1883.9260000000002,636.675,2691.24,909.507
Europe,1982,solar,0.0,0.0,0.0,0.0
Europe,1982,wind,0.055,0.019,0.078,0.026000000000000002
Europe,1983,coal,9767.687,0.0,0.0,0.0
Europe,1983,gas,7458.569,0.0,10613.184,0.0
Europe,1983,hydro,1919.515,649.145,2731.3779999999997,923.702
Europe,1983,nuclear,1495.808,527.154,2128.4629999999997,750.115
Europe,1983,oil,12790.341,0.0,18200.039,0.0
Europe,1983,other_renewables,31.335,10.137,44.588,14.424000000000001
Europe,1983,renewables,1950.9389999999999,659.312,2776.092,938.169
Europe,1983,solar,0.0,0.0,0.0,0.0
Europe,1983,wind,0.08900000000000001,0.03,0.127,0.043
Europe,1984,coal,9707.405,0.0,0.0,0.0
Europe,1984,gas,8014.5740000000005,0.0,11360.048999999999,0.0
Europe,1984,hydro,1995.244,674.755,2828.107,956.414
Europe,1984,nuclear,1907.537,672.2560000000001,2703.789,952.872
Europe,1984,oil,12839.501,0.0,18199.018,0.0
Europe,1984,other_renewables,32.412,10.488,45.941,14.867
Europe,1984,renewables,2027.7720000000002,685.283,2874.212,971.336
Europe,1984,solar,0.003,0.001,0.004,0.001
Europe,1984,wind,0.113,0.038,0.16,0.054000000000000006
Europe,1985,coal,9429.62,1262.646,0.0,1782.6729999999998
Europe,1985,gas,7673.371,674.102,10833.688999999998,951.735
Europe,1985,hydro,1924.1,650.696,2716.551,918.688
Europe,1985,nuclear,2255.367,794.8389999999999,3184.252,1122.198
Europe,1985,oil,12087.632,377.88699999999994,17065.986,533.5219999999999
Europe,1985,other_renewables,36.97,11.899000000000001,52.196000000000005,16.799
Europe,1985,renewables,1961.243,662.653,2768.991,935.57
Europe,1985,solar,0.003,0.001,0.004,0.001
Europe,1985,wind,0.17,0.057,0.24,0.081
Europe,1986,coal,9419.215,1299.753,0.0,1827.7179999999998
Europe,1986,gas,7815.64,697.716,10990.383,981.13
Europe,1986,hydro,1888.249,638.572,2655.263,897.962
Europe,1986,nuclear,2395.032,844.06,3367.9040000000005,1186.92
Europe,1986,oil,12438.036,377.05699999999996,17490.414,530.22
Europe,1986,other_renewables,40.365,12.975,56.761,18.246
Europe,1986,renewables,1929.0120000000002,651.681,2712.5840000000003,916.3969999999999
Europe,1986,solar,0.003,0.001,0.004,0.001
Europe,1986,wind,0.395,0.134,0.556,0.188
Europe,1987,coal,9503.838,1323.892,0.0,1854.183
Europe,1987,gas,8216.188,725.328,11507.223,1015.862
Europe,1987,hydro,1991.342,673.436,2788.9840000000004,943.184
Europe,1987,nuclear,2535.69,893.6310000000001,3551.3740000000003,1251.579
Europe,1987,oil,12472.559,382.76599999999996,17468.504,536.0840000000001
Europe,1987,other_renewables,39.773,12.817,55.705,17.951
Europe,1987,renewables,2031.68,686.444,2845.4790000000003,961.4019999999999
Europe,1987,solar,0.0,0.0,0.0,0.0
Europe,1987,wind,0.564,0.191,0.79,0.267
Europe,1988,coal,9326.825,1312.308,0.0,1830.8039999999999
Europe,1988,gas,8473.379,729.684,11821.233,1017.9839999999999
Europe,1988,hydro,2068.305,699.4630000000001,2885.4970000000003,975.823
Europe,1988,nuclear,2783.7209999999995,981.0419999999999,3883.577,1368.654
Europe,1988,oil,12468.502,370.385,17394.84,516.726
Europe,1988,other_renewables,42.263999999999996,13.61,58.963,18.987000000000002
Europe,1988,renewables,2111.5460000000003,713.403,2945.824,995.2710000000001
Europe,1988,solar,0.003,0.001,0.004,0.001
Europe,1988,wind,0.975,0.33,1.36,0.46
Europe,1989,coal,9140.237,1343.2420000000002,0.0,1867.2520000000002
Europe,1989,gas,8641.229,755.447,12012.246000000001,1050.153
Europe,1989,hydro,1879.499,635.612,2612.7070000000003,883.57
Europe,1989,nuclear,2903.24,1023.163,4035.8190000000004,1422.307
Europe,1989,oil,12485.896,402.208,17356.75,559.113
Europe,1989,other_renewables,41.801,13.475,58.108000000000004,18.730999999999998
Europe,1989,renewables,1922.851,649.611,2672.9709999999995,903.03
Europe,1989,solar,0.027000000000000003,0.009000000000000001,0.037000000000000005,0.013000000000000001
Europe,1989,wind,1.524,0.515,2.119,0.716
Europe,1990,coal,8624.07,1355.142,0.0,1877.8970000000002
Europe,1990,gas,9065.899,756.569,12563.133999999998,1048.421
Europe,1990,hydro,1910.733,646.175,2647.812,895.442
Europe,1990,nuclear,2873.655,1012.737,3982.188,1403.4070000000002
Europe,1990,oil,12604.493999999999,405.645,17466.768,562.125
Europe,1990,other_renewables,59.199,18.938,82.035,26.243000000000002
Europe,1990,renewables,1972.274,665.905,2733.092,922.7819999999999
Europe,1990,solar,0.037000000000000005,0.013000000000000001,0.051,0.017
Europe,1990,wind,2.305,0.779,3.194,1.08
Europe,1991,coal,8048.179,1342.3139999999999,0.0,1855.155
Europe,1991,gas,9232.271999999999,742.569,12759.53,1026.2730000000001
Europe,1991,hydro,1947.2379999999998,658.52,2691.1940000000004,910.113
Europe,1991,nuclear,2944.7140000000004,1037.779,4069.764,1434.271
Europe,1991,oil,12446.938,398.55199999999996,17202.381,550.822
Europe,1991,other_renewables,61.123000000000005,19.535,84.476,26.998
Europe,1991,renewables,2011.305,679.051,2779.739,938.487
Europe,1991,solar,0.046,0.016,0.063,0.021
Europe,1991,wind,2.898,0.98,4.005,1.354
Europe,1992,coal,7558.159000000001,1288.509,0.0,1776.787
Europe,1992,gas,8846.303,694.3810000000001,12198.589,957.5160000000001
Europe,1992,hydro,1998.036,675.7,2755.188,931.7539999999999
Europe,1992,nuclear,2961.93,1043.847,4084.347,1439.41
Europe,1992,oil,11973.354,365.014,16510.629,503.335
Europe,1992,other_renewables,64.63,20.66,89.12200000000001,28.489
Europe,1992,renewables,2067.28,697.92,2850.671,962.395
Europe,1992,solar,0.07400000000000001,0.025,0.102,0.035
Europe,1992,wind,4.539,1.535,6.2589999999999995,2.117
Europe,1993,coal,7005.543000000001,1216.67,0.0,1674.757
Europe,1993,gas,8842.118,685.831,12171.253999999999,944.053
Europe,1993,hydro,2042.759,690.824,2811.875,950.925
Europe,1993,nuclear,3064.164,1079.876,4217.849,1486.4589999999998
Europe,1993,oil,11207.051000000001,318.198,15426.604,438.00300000000004
Europe,1993,other_renewables,71.486,22.833000000000002,98.40100000000001,31.43
Europe,1993,renewables,2121.096,715.9739999999999,2919.708,985.545
Europe,1993,solar,0.096,0.032,0.132,0.045
Europe,1993,wind,6.756,2.285,9.3,3.145
Europe,1994,coal,6476.772,1224.878,0.0,1683.991
Europe,1994,gas,8438.882,645.072,11601.968,886.8589999999999
Europe,1994,hydro,2077.45,702.556,2856.125,965.89
Europe,1994,nuclear,2979.244,1049.948,4095.933,1443.493
Europe,1994,oil,10876.21,299.889,14952.861,412.29400000000004
Europe,1994,other_renewables,75.222,23.98,103.41799999999999,32.968
Europe,1994,renewables,2161.584,729.55,2971.795,1003.0010000000001
Europe,1994,solar,0.10300000000000001,0.035,0.141,0.048
Europe,1994,wind,8.81,2.9789999999999996,12.112,4.096
Europe,1995,coal,6357.189,1226.019,0.0,1684.44
Europe,1995,gas,8537.651,656.6289999999999,11729.963,902.15
Europe,1995,hydro,2086.5229999999997,705.6239999999999,2866.695,969.4639999999999
Europe,1995,nuclear,3054.509,1076.473,4196.62,1478.977
Europe,1995,oil,10733.018,310.39,14746.198,426.44800000000004
Europe,1995,other_renewables,82.571,26.288,113.446,36.118
Europe,1995,renewables,2180.65,735.82,2996.0159999999996,1010.951
Europe,1995,solar,0.133,0.045,0.182,0.062
Europe,1995,wind,11.423,3.863,15.694,5.307
Europe,1996,coal,6163.899,1223.903,0.0,1681.432
Europe,1996,gas,9068.158000000001,712.21,12458.08,978.454
Europe,1996,hydro,1957.338,661.936,2689.0429999999997,909.3860000000001
Europe,1996,nuclear,3238.1929999999998,1141.208,4448.717000000001,1567.8220000000001
Europe,1996,oil,10565.2,289.176,14514.757,397.278
Europe,1996,other_renewables,83.184,26.523000000000003,114.28,36.438
Europe,1996,renewables,2054.9410000000003,693.336,2823.134,952.523
Europe,1996,solar,0.141,0.048,0.19399999999999998,0.066
Europe,1996,wind,14.277999999999999,4.829,19.616,6.6339999999999995
Europe,1997,coal,5895.840999999999,1174.519,0.0,1614.325
Europe,1997,gas,8655.78,750.6,11896.988000000001,1031.667
Europe,1997,hydro,2026.477,685.318,2785.304,941.939
Europe,1997,nuclear,3265.974,1150.998,4488.937,1581.996
Europe,1997,oil,10620.098999999998,271.3,14596.857,372.89
Europe,1997,other_renewables,98.586,31.368000000000002,135.503,43.114
Europe,1997,renewables,2146.805,724.038,2950.6890000000003,995.158
Europe,1997,solar,0.168,0.057,0.231,0.078
Europe,1997,wind,21.573,7.295,29.651,10.027000000000001
Europe,1998,coal,5670.36,1181.805,0.0,1625.4779999999998
Europe,1998,gas,8868.485,768.834,12197.893999999998,1057.47
Europe,1998,hydro,2100.054,710.2,2888.4570000000003,976.824
Europe,1998,nuclear,3227.998,1137.615,4439.854,1564.6979999999999
Europe,1998,oil,10740.863000000001,277.112,14773.2,381.14599999999996
Europe,1998,other_renewables,110.956,35.309,152.612,48.565
Europe,1998,renewables,2244.241,756.747,3086.775,1040.845
Europe,1998,solar,0.198,0.067,0.273,0.092
Europe,1998,wind,33.032,11.171,45.434,15.365
